human voice	has subtype	yelling
skateboard	occurs in	residential area
drilling	localized in	construction site
melody	described by	a sequence of musical notes or tones
ambient music	belongs to class	music
heavy engine (low frequency)	has subtype	truck engine idling
police car siren ringing	scene contains	siren ringing
sniffing	occurs in	kitchen
drum machine	belongs to class	musical instrument
telephone dialing	occurs in	truck interior
tractor	co-occurs with	agricultural activity
washing dishes	overlaps with	dish rattle
engine	originates from	construction equipment
announcement speech	occurs in	airplane interior
hair dryer	belongs to class	domestic sounds
artillery fire	has parent	gunshot
wind noise (microphone)	belongs to class	microphone
ice cream truck	associated with environment	festival
mallet percussion	produced during	playing music
metro	overlaps with	platform door closing
civil defense siren ringing	responds to	emergency
goose honking	has duration	medium
piano	precedes	musical instrument
banjo	is a type of	musical instrument
rumble	caused by	meteor impact
hip hop music	is a type of	music
laughing	localized in	amusement park
knock	caused by	bell ring on door
water	localized in	swimming pool
clarinet	generated by	musician
throat cleaning	belongs to class	human sounds
percussion	event composed of	tambourine
cupboard open or close	temporal component of	opening
electro	is a type of	electronic
waves	event composed of	ocean tides
police radio chatter	belongs to class	talking
animal	has subtype	dog howling
aircraft	generated by	propeller
sawing	part of scene	woodshop
male screaming	belongs to class	human sounds
pop music	belongs to class	popular music
banjo	warns about	musical instrument
roller coaster	produced during	thrill ride
applause	occurs in	concert
chime	has parent	bell
paper rustling	belongs to class	domestic sounds
kettle whistle	has parent	kitchen sounds
banjo	emitted by	musician
miscellaneous sources	has subtype	thump or thud
mandolin	can be heard in	concert hall
alarm signal	has children	air horn or truck horn
sheep	belongs to class	farm animal
road vehicle	part of scene	highway
groaning	can be heard in	construction site
squishing water	occurs in	bathroom
tabla	belongs to class	music
playing hockey	belongs to class	human activities
whistle	invites action	blow whistle to alert people
eating apple	transcribed as	crunch
clarinet	has sibling	wind or woodwind instrument
musical instrument	has children	church bell ringing
ocean	belongs to class	water natural
hum	belongs to class	onomatopoeia
fire	associated with environment	campfire
domestic sounds	has children	cupboard open or close
bathroom sounds	localized in	sink
fire truck siren ringing	belongs to class	siren ringing
domestic sounds	has subtype	scissors
heart murmur	occurs in	home
ukulele	produces	music
knock	belongs to class	generic impact sounds
alarm clock ringing	is a type of	alarm
engine	occurs in	construction site
fusillade	has subtype	gunfire
timbales	overlaps with	drums
lullaby	emotionally associated with	soothing
bleep bleep	has parent	brief tone
crackle	part of scene	television broadcast
tick-tock	is sound of	clock
window opens or closes	can be heard in	living room
bus engine idling	belongs to class	bus
horse snort	occurs in	farm
firecracker	originates from	fireworks
human voice	has subtype	crying
human sounds	has subtype	singing
rock and roll	has parent	rock music
bird vocalization call or song	belongs to class	animal
ratchet or pawl	belongs to class	things
vehicle passing by	occurs in	residential area
domestic sounds	has subtype	vacuum cleaner
vehicle horn	has sibling	road vehicle
tambourine	perceived as	musical instrument
water	can be heard in	fountain
bus wheel rolling	caused by	friction
fire	has children	wildfire
shouting	has children	children shouting
human activities	occurs in	student hall
marching	localized in	school campus
car skidding	occurs in	street
microphone	perceived as	sound recording device
scrape	has parent	surface contact
clunk	is a type of	mechanical
glockenspiel	has sibling	mallet percussion
erhu	responds to	music performance
goose	has sibling	fowl animal
grind	entails event	milling
raindrop	has parent	rain
musical instrument	has subtype	rattle (instrument)
applause	described by	a sound of applause
typewriter	belongs to class	office sounds
giggling	localized in	swimming pool
static noise	has sibling	background noise
chain	entails event	goods train
popping popcorn	is sound of	popcorn kernel
independent music	has parent	music genre
farm animal	has children	sheep
tambourine	used for	rhythm
afrobeat	part of scene	musical instrument
door	indicates	unlocking
dog	has sibling	domestic animal
drum	can be heard in	concert
bird vocalization call or song	is a type of	vocalization
human activities	has children	playing darts
telephone	has subtype	dial tone
beat	used for	rhythm
electric guitar	belongs to class	playing guitar
chime	is a type of	notification
bugle	is instance of	trumpet
road vehicle	has children	car
liquid pouring	generated by	pouring container
steam whistle	has parent	whistle
vibraphone	emitted by	percussionist
vehicle	has subtype	cleaning truck
guiro	occurs in	music festival
telephone dialing	event composed of	ringing
eating	produced during	mealtime
reggae music	belongs to class	music
brushing teeth	has children	toothbrush
cooking	generated by	stove
tapping	scene contains	percussion instrument set
human sounds	has subtype	snorting
snowmobile	localized in	snowy cabin
bouncing on trampoline	generated by	spring elastic
water natural	belongs to class	water
animal	has subtype	wolf whistling
djembe	is sound of	drum
chime	co-occurs with	elevator closing
car engine	has children	car engine accelerating
clarinet	responds to	orchestra performance
cattle or bovinae	has timbre	mooing
kitchen sounds	scene contains	running water
door wood creak	emitted by	door
mains hum	belongs to class	noise
snicker	belongs to class	human non-speech sounds
pulse	warns about	heart attack
chime	part of scene	church bell
dog	associated with environment	park
banjo	occurs in	music lounge
vehicle	occurs in	park
crowd	part of scene	concert
crushing	described by	a destructive force causing damage or destruction
sine wave	has subtype	chirp tone
human sounds	has subtype	yodeling
ukulele	precedes	playing stringed musical instrument
shuffling cards	has sibling	domestic sounds
clock tick	has duration	short
electronic music	has children	noise music
dog	has children	dog growling
vehicle siren ringing	occurs in	street
cymbal	produced during	music performance
striking pool	belongs to class	human activities
arc welding	localized in	construction site
woodpecker	used for	construction
sink (filling or washing)	belongs to class	bathroom sounds
whack or thwack	belongs to class	generic impact sounds
dishwasher	belongs to class	kitchen appliance
chant	overlaps with	singing
song	can be heard in	concert hall
motorcycle	is a type of	two-wheeled vehicle
cello	caused by	striking
screech	is sound of	bird
tuning fork	produced during	musical instrument tuning
saxophone	performed by	jazz saxophonist
magpie calling	perceived as	bird call
people cheering	emitted by	spectators
waterfall	associated with environment	mountain
human activities	occurs in	sports stadium
steel guitar or slide guitar	can be heard in	rockabilly dance hall
hook and loop fastener	event composed of	snap
whistling	part of scene	music performance
harmony	has parent	musical concepts
ocean	belongs to class	water
piano	associated with event	concert
brass instrument	has children	bugle
trombone	responds to	marching band
kitchen sounds	scene contains	clattering silverware
bus brake	belongs to class	brakes squeaking
footsteps	produced during	jogging
clarinet	is sound of	instrument
car passing by	has sibling	car engine
black capped chickadee calling	belongs to class	bird
door domestic	has parent	door
planning timber	belongs to class	things
beat	is sound of	drum
bell	has timbre	metallic
singing bowl	can be heard in	yoga studio
human movement	has subtype	footsteps
telephone	has subtype	telephone vibrating
object rustling	belongs to class	things
truck brake	occurs in	parking lot
creak	event composed of	old wooden door
motorcycle	is a type of	motorcycle racing vehicle
ska music	has parent	music genre
elephant trumpeting	has timbre	trumpeting
spraying water	has parent	water
harp	is a type of	melodic instrument
dishes or pots or pans	belongs to class	kitchen sounds
wood thrush calling	overlaps with	bird song
announcement	occurs in	bus interior
screech	originates from	fireworks display
train	perceived as	mechanical
lions or tigers	has sibling	wild animal
applause	described by	a sound of appreciation for a performance
music	has subtype	dubstep
woodpecker	indicates	carpentry
car crash	affects	traffic congestion
thunder	associated with environment	lightning
bird squawk	scene contains	bird squawk
vibration	associated with environment	vehicle engine
song	has timbre	harmonic
vehicle	has subtype	vehicle passing by
door	associated with event	slamming
microphone	localized in	recording studio
